GEOID,income,rent,pct_white,high_ed
250250301001,71528.0,1412.0,97.62489762489763,73.70478983382209
250250006021,37803.0,1383.0,93.33333333333333,53.52862849533955
250250821002,18973.0,618.0,59.52649379932357,11.487964989059082
250250602002,94583.0,2000.0,99.23371647509579,54.72779369627507
250250904004,48354.0,1168.0,64.78696741854637,26.06837606837607
250250809002,54739.0,1553.0,94.13456009200691,47.91946308724832
250250814003,48750.0,1412.0,95.85987261146497,67.17557251908397
250250818003,27500.0,1082.0,78.6032689450223,23.017902813299234
250250903001,23464.0,1017.0,51.578947368421055,2.9978586723768736
250251010012,29432.0,1062.0,94.33465085638998,11.423220973782772
250251006013,54437.0,973.0,88.44519966015292,20.02314814814815
250251201031,129875.0,1771.0,93.71657754010695,88.71841155234657
250250921013,61917.0,1108.0,60.970873786407765,40.10152284263959
250250203032,106471.0,2001.0,86.80297397769516,40.25069637883008
250250704021,13693.0,405.0,96.25603864734299,15.654952076677317
250250203012,123949.0,2001.0,98.74270318814548,88.19552782111285
250250201012,103038.0,1694.0,100.0,95.92326139088729
250251101035,91701.0,1543.0,92.11764705882352,60.234776228906824
250251101032,46579.0,1127.0,47.11246200607903,40.94488188976378
250250603011,54583.0,1171.0,99.4698475811796,49.88814317673378
250250007044,26761.0,840.0,70.58823529411765,46.4696223316913
250250101031,29643.0,1384.0,92.28090539756239,91.84782608695652
250250008031,31683.0,1861.0,86.8389662027833,80.87272727272727
250251202012,48690.0,886.0,54.10267661254936,49.612903225806456
250251201043,68194.0,1571.0,82.74687854710557,86.5979381443299
250251106073,73333.0,1554.0,90.35874439461884,54.670329670329664
250251106072,81875.0,1360.0,75.3004005340454,58.59519408502772
250250909012,27300.0,1793.0,86.37803590285111,64.39471007121058
250250601012,96607.0,1545.0,97.09141274238226,61.09022556390977
250251010013,68654.0,1518.0,100.0,7.321772639691715
250251604001,33707.0,939.0,28.74371859296482,14.48382126348228
250251602001,51563.0,1175.0,10.628930817610064,12.952799121844127
250251704001,48816.0,445.0,74.63837994214079,27.161997563946404
250250406002,144063.0,1382.0,97.87234042553192,75.78078962875662
250251011012,63281.0,1670.0,89.41548183254343,8.46233230134159
250251303002,120909.0,1321.0,95.78454332552693,73.96937573616019
250251303003,125625.0,,94.41260744985674,66.72727272727272
250251104033,95956.0,777.0,84.5360824742268,57.42857142857143
250251707012,39609.0,1210.0,73.18840579710145,31.950989632422242
250250102033,38412.0,1550.0,84.49466415568111,67.05426356589147
250250102034,22670.0,1403.0,93.12977099236642,73.23943661971832
250251401024,60956.0,1754.0,82.59683578832515,30.762639245929734
250250608004,81339.0,1385.0,99.92619926199262,64.0864086408641
250250005042,25505.0,1520.0,93.53120243531203,77.68199233716476
250250810012,12417.0,366.0,77.35470941883767,27.798507462686565
250250104041,20517.0,1622.0,92.06719552029865,76.52671755725191
250250108011,102639.0,1838.0,93.4228187919463,89.29384965831434
250250005024,,,89.31458699472759,100.0
250250108013,130724.0,1434.0,95.10591672753836,93.87755102040816
250250107023,112500.0,1712.0,89.61352657004831,83.46774193548387
250250102042,31940.0,1492.0,95.34136546184739,96.68367346938776
250250108022,109250.0,2001.0,91.64133738601824,90.9919028340081
250250921015,45814.0,1360.0,89.22184630256163,11.95945945945946
250250611012,15689.0,343.0,54.23433874709976,4.660587639311044
250250701012,,,90.19607843137256,15.573770491803279
250250701014,111538.0,2001.0,92.77922077922078,89.6455223880597
250250701017,9879.0,2001.0,86.57799274486095,86.81541582150102
250251601012,65484.0,1106.0,24.408092983211365,7.920110192837465
250250605013,94286.0,1633.0,100.0,81.97226502311248
250250605014,118889.0,1491.0,100.0,70.4507512520868
250250911003,73281.0,1074.0,95.41041482789055,37.19512195121951
250250911004,90909.0,1154.0,93.95973154362416,42.06730769230769
250251004004,39792.0,1337.0,87.56191524490919,9.546313799621927
250251004003,62745.0,1273.0,93.00361881785284,24.816446402349488
250250007013,43433.0,1366.0,86.3720073664825,43.098591549295776
250250105003,49375.0,1159.0,95.2481520591341,63.24404761904761
250250304001,73750.0,1547.0,97.5873015873016,66.95178849144634
250251403004,36875.0,,90.30303030303031,29.817444219066935
250251804001,65833.0,1217.0,99.52095808383234,33.666666666666664
250250107012,148523.0,2001.0,93.00699300699301,95.92050209205021
250250104081,65000.0,1690.0,94.16058394160584,86.13861386138613
