GEOID,income,rent,pct_white,high_ed,gent_index
250251702002,1.0,1.0,5.0,1.0,8.0
250251702003,2.0,,1.0,1.0,
250251702004,1.0,4.0,4.0,4.0,13.0
250251703001,2.0,3.0,3.0,1.0,9.0
250251703002,3.0,1.0,1.0,5.0,10.0
250251703003,3.0,4.0,4.0,5.0,16.0
250251703004,5.0,4.0,1.0,5.0,15.0
250251703005,2.0,5.0,2.0,1.0,10.0
250251703006,2.0,3.0,1.0,5.0,11.0
250251703007,5.0,,5.0,5.0,
250251704001,2.0,5.0,4.0,1.0,12.0
250251704002,1.0,,4.0,2.0,
250251704003,1.0,1.0,1.0,2.0,5.0
250251704004,4.0,4.0,4.0,5.0,17.0
250251705011,4.0,5.0,1.0,4.0,14.0
250251705012,1.0,3.0,2.0,5.0,11.0
250251705021,2.0,,4.0,5.0,
250251705022,2.0,2.0,5.0,4.0,13.0
250251706011,2.0,3.0,1.0,3.0,9.0
250251706012,5.0,1.0,5.0,4.0,15.0
250251706013,3.0,4.0,1.0,1.0,9.0
250251706014,1.0,,1.0,4.0,
250251707011,1.0,4.0,2.0,2.0,9.0
250251707012,4.0,2.0,2.0,2.0,10.0
250251707021,4.0,5.0,1.0,5.0,15.0
250251707022,1.0,,1.0,4.0,
250251707023,5.0,4.0,1.0,3.0,13.0
250251707024,1.0,1.0,5.0,5.0,12.0
250251707025,5.0,3.0,5.0,5.0,18.0
250251708001,4.0,2.0,3.0,1.0,10.0
250251708002,,5.0,1.0,4.0,
250251708003,4.0,5.0,5.0,3.0,17.0
250251708004,2.0,2.0,4.0,5.0,13.0
250251801011,1.0,1.0,5.0,2.0,9.0
250251801012,1.0,3.0,2.0,4.0,10.0
250251801013,4.0,,2.0,1.0,
250251802001,5.0,3.0,2.0,5.0,15.0
250251802002,1.0,1.0,5.0,2.0,9.0
250251802003,5.0,2.0,4.0,5.0,16.0
250251802004,4.0,3.0,2.0,4.0,13.0
250251803011,5.0,,3.0,3.0,
250251803012,2.0,1.0,2.0,2.0,7.0
250251803013,1.0,5.0,4.0,3.0,13.0
250251803014,1.0,3.0,3.0,2.0,9.0
250251804001,2.0,4.0,1.0,3.0,10.0
250251804002,3.0,2.0,1.0,3.0,9.0
250251805001,4.0,2.0,4.0,1.0,11.0
250251805002,5.0,2.0,3.0,1.0,11.0
250251805003,2.0,1.0,3.0,2.0,8.0
250251805004,4.0,4.0,3.0,4.0,15.0
250259801011,,,1.0,5.0,
250259803001,,,2.0,1.0,
250259807001,,,,,
250259810001,,,,,
250259811001,,,,,
250259811002,,,,,
250259811003,,,3.0,2.0,
250259811004,5.0,4.0,1.0,4.0,14.0
250259812011,,,,,
250259812021,,,3.0,5.0,
250259813001,,,,,
250259813002,4.0,3.0,5.0,2.0,14.0
250259815011,,,,,
250259815021,,,,,
250259816001,,,,,
250259817001,,,,,
250259818001,,,3.0,5.0,
250259901010,,,,,
